"LOCATION","Country","SKILL","Skills","Value","Flag Codes","Flags"
"MYS","Malaysia","10","production and technology knowledge",-0.093,,
"MYS","Malaysia","11-1","administration and management",0.084,,
"MYS","Malaysia","11-2","management of financial resources",0.085,,
"MYS","Malaysia","11-3","management of material resources",0.002,,
"MYS","Malaysia","11-4","management of personnel resources",0.068,,
"MYS","Malaysia","11-5","time management",0.049,,
"MYS","Malaysia","11","resource management",0.114,,
"MYS","Malaysia","12-1","biology",0.059,,
"MYS","Malaysia","12-2","chemistry",0.044,,
"MYS","Malaysia","12-3","geography",0.059,,
"MYS","Malaysia","12-4","physics",-0.069,,
"MYS","Malaysia","12-5","sociology and anthropology",0.136,,
"MYS","Malaysia","12","scientific knowledge",0.083,,
"MYS","Malaysia","13-1","coordination",0.026,,
"MYS","Malaysia","13-2","judgment and decision making",0.047,,
"MYS","Malaysia","13-3","persuasion and negotiation",0.134,,
"MYS","Malaysia","13-4","social perceptiveness",0.116,,
"MYS","Malaysia","13","social skills",0.113,,
"MYS","Malaysia","14-1","training and education",0.169,,
"MYS","Malaysia","14","training and education",0.347,,
"PER","Peru","01-1","fine arts",-0.095,,
"PER","Peru","01-2","history and archaeology",-0.054,,
"PER","Peru","01-3","philosophy and theology",-0.326,,
"PER","Peru","01","arts and humanities knowledge",-0.297,,
"PER","Peru","02-1","adaptability/resilience",-0.194,,
"PER","Peru","02-2","motivation/commitment",-0.169,,
"PER","Peru","02-3","self-management/rigour",-0.419,,
"PER","Peru","02-4","values",0.243,,
"PER","Peru","02","attitudes",-0.217,,
"PER","Peru","03-1","clerical",-0.742,,
"PER","Peru","03-2","customer and personal service",-0.292,,
"PER","Peru","03-3","sales and marketing",-0.242,,
"PER","Peru","03","business processes",-0.798,,
"PER","Peru","04-1","learning",0.394,,
"PER","Peru","04-2","originality",-0.165,,
"PER","Peru","04-3","quantitative abilities",-0.586,,
"PER","Peru","04-4","reasoning and problem-solving",-0.29,,
"PER","Peru","04","cognitive skills",-0.245,,
"PER","Peru","05-1","active listening",-0.251,,
"PER","Peru","05-2","communications and media",-0.283,,
"PER","Peru","05-3","reading comprehension",-0.425,,
"PER","Peru","05-4","speaking",-0.279,,
"PER","Peru","05-5","writing",-0.36,,
"PER","Peru","05","communication skills",-0.568,,
"PER","Peru","06-1","computer programming",-0.266,,
"PER","Peru","06-2","digital content creation",-0.752,,
"PER","Peru","06-3","digital data processing",-0.402,,
"PER","Peru","06-4","ict safety, networks and servers",-0.295,,
"PER","Peru","06-5","office tools and collaboration software",-0.473,,
"PER","Peru","06-6","web development and cloud technologies",-0.331,,
"PER","Peru","06","digital skills",-0.788,,
"PER","Peru","07-1","law and government",-0.277,,
"PER","Peru","07-2","public safety and security",-0.137,,
"PER","Peru","07","law and public safety knowledge",-0.389,,
"PER","Peru","08-1","medicine and dentistry",-0.087,,
"PER","Peru","08-2","psychology, therapy, counselling",0.077,,
"PER","Peru","08","medicine knowledge",0.012,,
"PER","Peru","09-1","auditory and speech abilities",-0.276,,
"PER","Peru","09-2","physical abilities",-0.282,,
"PER","Peru","09-3","psychomotor abilities",0.303,,
"PER","Peru","09","physical skills",-0.099,,
"PER","Peru","10-1","building and construction",-0.382,,
"PER","Peru","10-2","design",-0.315,,
"PER","Peru","10-3","engineering, mechanics and technology",-0.635,,
"PER","Peru","10-4","food production",0.042,,
"PER","Peru","10-5","installation and maintenance",-0.306,,
"PER","Peru","10-6","production and processing",-0.538,,
"PER","Peru","10-7","quality control analysis",-0.572,,
"PER","Peru","10-8","telecommunications",-0.497,,
"PER","Peru","10-9","transportation",-0.282,,
"PER","Peru","10","production and technology knowledge",-0.724,,
"PER","Peru","11-1","administration and management",-0.23,,
"PER","Peru","11-2","management of financial resources",-0.391,,
"PER","Peru","11-3","management of material resources",-0.172,,
"PER","Peru","11-4","management of personnel resources",-0.323,,
"PER","Peru","11-5","time management",-0.325,,
"PER","Peru","11","resource management",-0.541,,
"PER","Peru","12-1","biology",0.073,,
"PER","Peru","12-2","chemistry",-0.508,,
"PER","Peru","12-3","geography",-0.459,,
"PER","Peru","12-4","physics",-0.537,,
"PER","Peru","12-5","sociology and anthropology",-0.108,,
"PER","Peru","12","scientific knowledge",-0.569,,
"PER","Peru","13-1","coordination",-0.214,,
"PER","Peru","13-2","judgment and decision making",-0.309,,
"PER","Peru","13-3","persuasion and negotiation",-0.207,,
"PER","Peru","13-4","social perceptiveness",-0.474,,
"PER","Peru","13","social skills",-0.565,,
"PER","Peru","14-1","training and education",0.205,,
"PER","Peru","14","training and education",0.422,,
"ROU","Romania","01-1","fine arts",-0.051,,
"ROU","Romania","01-2","history and archaeology",-0.05,,
"ROU","Romania","01-3","philosophy and theology",-0.156,,
"ROU","Romania","01","arts and humanities knowledge",-0.16,,
"ROU","Romania","02-1","adaptability/resilience",-0.21,,
"ROU","Romania","02-2","motivation/commitment",-0.253,,
"ROU","Romania","02-3","self-management/rigour",-0.115,,
"ROU","Romania","02-4","values",-0.007,,
"ROU","Romania","02","attitudes",-0.274,,
"ROU","Romania","03-1","clerical",0,,
"ROU","Romania","03-2","customer and personal service",-0.33,,
"ROU","Romania","03-3","sales and marketing",-0.246,,
"ROU","Romania","03","business processes",-0.36,,
"ROU","Romania","04-1","learning",0.16,,
"ROU","Romania","04-2","originality",-0.08,,
"ROU","Romania","04-3","quantitative abilities",0.077,,
"ROU","Romania","04-4","reasoning and problem-solving",0.014,,
"ROU","Romania","04","cognitive skills",0.098,,
"ROU","Romania","05-1","active listening",-0.234,,
"ROU","Romania","05-2","communications and media",-0.084,,
"ROU","Romania","05-3","reading comprehension",0.034,,
"ROU","Romania","05-4","speaking",-0.065,,
"ROU","Romania","05-5","writing",-0.007,,
"ROU","Romania","05","communication skills",-0.131,,
"ROU","Romania","06-1","computer programming",0.073,,
"ROU","Romania","06-2","digital content creation",-0.112,,
"ROU","Romania","06-3","digital data processing",0.085,,
"ROU","Romania","06-4","ict safety, networks and servers",0.063,,
"ROU","Romania","06-5","office tools and collaboration software",0.019,,
"ROU","Romania","06-6","web development and cloud technologies",0.005,,
"ROU","Romania","06","digital skills",0.055,,
"ROU","Romania","07-1","law and government",0.012,,
"ROU","Romania","07-2","public safety and security",-0.015,,
"ROU","Romania","07","law and public safety knowledge",0.001,,
"ROU","Romania","08-1","medicine and dentistry",0.067,,
"ROU","Romania","08-2","psychology, therapy, counselling",0.175,,
"ROU","Romania","08","medicine knowledge",0.249,,
"ROU","Romania","09-1","auditory and speech abilities",0.038,,
"ROU","Romania","09-2","physical abilities",-0.116,,
"ROU","Romania","09-3","psychomotor abilities",-0.067,,
"ROU","Romania","09","physical skills",-0.084,,
"ROU","Romania","10-1","building and construction",-0.45,,
"ROU","Romania","10-2","design",-0.341,,
"ROU","Romania","10-3","engineering, mechanics and technology",-0.203,,
"ROU","Romania","10-4","food production",-0.279,,
"ROU","Romania","10-5","installation and maintenance",-0.335,,
"ROU","Romania","10-6","production and processing",-0.081,,
"ROU","Romania","10-7","quality control analysis",-0.104,,
"ROU","Romania","10-8","telecommunications",-0.051,,
"ROU","Romania","10-9","transportation",0.148,,
"ROU","Romania","10","production and technology knowledge",-0.344,,
"ROU","Romania","11-1","administration and management",-0.071,,
"ROU","Romania","11-2","management of financial resources",-0.04,,
"ROU","Romania","11-3","management of material resources",-0.255,,
"ROU","Romania","11-4","management of personnel resources",-0.068,,
"ROU","Romania","11-5","time management",-0.101,,
"ROU","Romania","11","resource management",-0.201,,
"ROU","Romania","12-1","biology",0.035,,
"ROU","Romania","12-2","chemistry",-0.128,,
"ROU","Romania","12-3","geography",0.016,,
"ROU","Romania","12-4","physics",-0.106,,
"ROU","Romania","12-5","sociology and anthropology",-0.003,,
"ROU","Romania","12","scientific knowledge",-0.063,,
"ROU","Romania","13-1","coordination",-0.096,,
"ROU","Romania","13-2","judgment and decision making",0.006,,
"ROU","Romania","13-3","persuasion and negotiation",-0.031,,
"ROU","Romania","13-4","social perceptiveness",-0.05,,
"ROU","Romania","13","social skills",-0.08,,
"ROU","Romania","14-1","training and education",0.054,,
"ROU","Romania","14","training and education",0.112,,
"SVN","Slovenia","01-1","fine arts",-0.034,,
"SVN","Slovenia","01-2","history and archaeology",-0.107,,
"SVN","Slovenia","01-3","philosophy and theology",0.009,,
"SVN","Slovenia","01","arts and humanities knowledge",-0.081,,
"SVN","Slovenia","02-1","adaptability/resilience",-0.189,,
"SVN","Slovenia","02-2","motivation/commitment",0.013,,
"SVN","Slovenia","02-3","self-management/rigour",0.065,,
"SVN","Slovenia","02-4","values",-0.146,,
"SVN","Slovenia","02","attitudes",-0.109,,
"SVN","Slovenia","03-1","clerical",0.15,,
"SVN","Slovenia","03-2","customer and personal service",0.077,,
"SVN","Slovenia","03-3","sales and marketing",0.099,,
"SVN","Slovenia","03","business processes",0.223,,
"SVN","Slovenia","04-1","learning",-0.175,,
"SVN","Slovenia","04-2","originality",-0.106,,
"SVN","Slovenia","04-3","quantitative abilities",0.181,,
"SVN","Slovenia","04-4","reasoning and problem-solving",0.018,,
"SVN","Slovenia","04","cognitive skills",-0.009,,
"SVN","Slovenia","05-1","active listening",0.222,,
"SVN","Slovenia","05-2","communications and media",0.029,,
"SVN","Slovenia","05-3","reading comprehension",-0.019,,
"SVN","Slovenia","05-4","speaking",-0.058,,
"SVN","Slovenia","05-5","writing",0.015,,
"SVN","Slovenia","05","communication skills",0.081,,
"SVN","Slovenia","06-1","computer programming",0.037,,
"SVN","Slovenia","06-2","digital content creation",0.12,,
"SVN","Slovenia","06-3","digital data processing",0.152,,
"SVN","Slovenia","06-4","ict safety, networks and servers",0.005,,
"SVN","Slovenia","06-5","office tools and collaboration software",0.096,,
"SVN","Slovenia","06-6","web development and cloud technologies",0.05,,
"SVN","Slovenia","06","digital skills",0.158,,
"SVN","Slovenia","07-1","law and government",-0.128,,
"SVN","Slovenia","07-2","public safety and security",-0.11,,
"SVN","Slovenia","07","law and public safety knowledge",-0.223,,
"SVN","Slovenia","08-1","medicine and dentistry",0.088,,
"SVN","Slovenia","08-2","psychology, therapy, counselling",0.089,,
"SVN","Slovenia","08","medicine knowledge",0.182,,
"SVN","Slovenia","09-1","auditory and speech abilities",0.131,,
"SVN","Slovenia","09-2","physical abilities",0.005,,
"SVN","Slovenia","09-3","psychomotor abilities",0.03,,
"SVN","Slovenia","09","physical skills",0.114,,
"SVN","Slovenia","10-1","building and construction",-0.177,,
"SVN","Slovenia","10-2","design",0.094,,
"SVN","Slovenia","10-3","engineering, mechanics and technology",0.052,,
"SVN","Slovenia","10-4","food production",-0.141,,
"SVN","Slovenia","10-5","installation and maintenance",-0.119,,
"SVN","Slovenia","10-6","production and processing",0.02,,
"SVN","Slovenia","10-7","quality control analysis",0.034,,
"SVN","Slovenia","10-8","telecommunications",0.053,,
"SVN","Slovenia","10-9","transportation",0.067,,
"SVN","Slovenia","10","production and technology knowledge",-0.003,,
"SVN","Slovenia","11-1","administration and management",-0.086,,
"SVN","Slovenia","11-2","management of financial resources",0.036,,
"SVN","Slovenia","11-3","management of material resources",0.357,,
"SVN","Slovenia","11-4","management of personnel resources",-0.063,,
"SVN","Slovenia","11-5","time management",0.034,,
"SVN","Slovenia","11","resource management",0.129,,
"SVN","Slovenia","12-1","biology",0.044,,
"SVN","Slovenia","12-2","chemistry",0.067,,
"SVN","Slovenia","12-3","geography",0.162,,
"SVN","Slovenia","12-4","physics",0.033,,
"SVN","Slovenia","12-5","sociology and anthropology",-0.067,,
"SVN","Slovenia","12","scientific knowledge",0.101,,
"SVN","Slovenia","13-1","coordination",0.012,,
"SVN","Slovenia","13-2","judgment and decision making",0,,
"SVN","Slovenia","13-3","persuasion and negotiation",-0.134,,
"SVN","Slovenia","13-4","social perceptiveness",-0.214,,
"SVN","Slovenia","13","social skills",-0.156,,
"SVN","Slovenia","14-1","training and education",-0.078,,
"SVN","Slovenia","14","training and education",-0.146,,
"ZAF","South Africa","01-1","fine arts",-0.046,,
"ZAF","South Africa","01-2","history and archaeology",0.013,,
"ZAF","South Africa","01-3","philosophy and theology",0.016,,
"ZAF","South Africa","01","arts and humanities knowledge",-0.005,,
"ZAF","South Africa","02-1","adaptability/resilience",0.005,,
"ZAF","South Africa","02-2","motivation/commitment",-0.139,,
"ZAF","South Africa","02-3","self-management/rigour",-0.045,,
"ZAF","South Africa","02-4","values",0.022,,
"ZAF","South Africa","02","attitudes",-0.07,,
"ZAF","South Africa","03-1","clerical",-0.029,,
"ZAF","South Africa","03-2","customer and personal service",-0.06,,
"ZAF","South Africa","03-3","sales and marketing",0.056,,
"ZAF","South Africa","03","business processes",-0.01,,
"ZAF","South Africa","04-1","learning",0.246,,
"ZAF","South Africa","04-2","originality",0.04,,
"ZAF","South Africa","04-3","quantitative abilities",-0.172,,
"ZAF","South Africa","04-4","reasoning and problem-solving",0.017,,
"ZAF","South Africa","04","cognitive skills",0.089,,
"ZAF","South Africa","05-1","active listening",0.137,,
"ZAF","South Africa","05-2","communications and media",-0.018,,
"ZAF","South Africa","05-3","reading comprehension",0.09,,
"ZAF","South Africa","05-4","speaking",0.042,,
"ZAF","South Africa","05-5","writing",0.033,,
"ZAF","South Africa","05","communication skills",0.119,,
"ZAF","South Africa","06-1","computer programming",0.03,,
"ZAF","South Africa","06-2","digital content creation",-0.082,,
"ZAF","South Africa","06-3","digital data processing",0.012,,
"ZAF","South Africa","06-4","ict safety, networks and servers",0.074,,
"ZAF","South Africa","06-5","office tools and collaboration software",0.004,,
"ZAF","South Africa","06-6","web development and cloud technologies",0.012,,
"ZAF","South Africa","06","digital skills",0.024,,
"ZAF","South Africa","07-1","law and government",0.172,,
"ZAF","South Africa","07-2","public safety and security",0.103,,
"ZAF","South Africa","07","law and public safety knowledge",0.283,,
"ZAF","South Africa","08-1","medicine and dentistry",-0.048,,
"ZAF","South Africa","08-2","psychology, therapy, counselling",0.032,,
"ZAF","South Africa","08","medicine knowledge",-0.006,,
"ZAF","South Africa","09-1","auditory and speech abilities",0.006,,
"ZAF","South Africa","09-2","physical abilities",-0.166,,
"ZAF","South Africa","09-3","psychomotor abilities",-0.146,,
"ZAF","South Africa","09","physical skills",-0.19,,
"ZAF","South Africa","10-1","building and construction",-0.588,,
"ZAF","South Africa","10-2","design",-0.157,,
"ZAF","South Africa","10-3","engineering, mechanics and technology",-0.3,,
"ZAF","South Africa","10-4","food production",-0.089,,
"ZAF","South Africa","10-5","installation and maintenance",-0.121,,
"ZAF","South Africa","10-6","production and processing",-0.188,,
"ZAF","South Africa","10-7","quality control analysis",-0.122,,
"ZAF","South Africa","10-8","telecommunications",0.002,,
"ZAF","South Africa","10-9","transportation",-0.026,,
"ZAF","South Africa","10","production and technology knowledge",-0.331,,
"ZAF","South Africa","11-1","administration and management",0.14,,
"ZAF","South Africa","11-2","management of financial resources",0.1,,
"ZAF","South Africa","11-3","management of material resources",-0.048,,
"ZAF","South Africa","11-4","management of personnel resources",0.114,,
"ZAF","South Africa","11-5","time management",0.001,,
"ZAF","South Africa","11","resource management",0.131,,
"ZAF","South Africa","12-1","biology",-0.039,,
"ZAF","South Africa","12-2","chemistry",-0.213,,
"ZAF","South Africa","12-3","geography",-0.087,,
"ZAF","South Africa","12-4","physics",-0.147,,
"ZAF","South Africa","12-5","sociology and anthropology",0.083,,
"ZAF","South Africa","12","scientific knowledge",-0.142,,
"ZAF","South Africa","13-1","coordination",-0.027,,
"ZAF","South Africa","13-2","judgment and decision making",0.107,,
"ZAF","South Africa","13-3","persuasion and negotiation",0.172,,
"ZAF","South Africa","13-4","social perceptiveness",-0.135,,
"ZAF","South Africa","13","social skills",0.08,,
"ZAF","South Africa","14-1","training and education",0.136,,
"ZAF","South Africa","14","training and education",0.28,,
"THA","Thailand","01-1","fine arts",0.259,,
"THA","Thailand","01-2","history and archaeology",0.243,,
"THA","Thailand","01-3","philosophy and theology",0.128,,
"THA","Thailand","01","arts and humanities knowledge",0.432,,
"THA","Thailand","02-1","adaptability/resilience",0.109,,
"THA","Thailand","02-2","motivation/commitment",0.243,,
"THA","Thailand","02-3","self-management/rigour",0.184,,
"THA","Thailand","02-4","values",0.247,,
"THA","Thailand","02","attitudes",0.402,,
"THA","Thailand","03-1","clerical",0.217,,
"THA","Thailand","03-2","customer and personal service",0.323,,
"THA","Thailand","03-3","sales and marketing",0.179,,
"THA","Thailand","03","business processes",0.492,,
"THA","Thailand","04-1","learning",0.197,,
"THA","Thailand","04-2","originality",0.148,,
"THA","Thailand","04-3","quantitative abilities",0.253,,
"THA","Thailand","04-4","reasoning and problem-solving",0.161,,
"THA","Thailand","04","cognitive skills",0.39,,
"THA","Thailand","05-1","active listening",0.199,,
"THA","Thailand","05-2","communications and media",0.203,,
"THA","Thailand","05-3","reading comprehension",0.491,,
"THA","Thailand","05-4","speaking",0.222,,
"THA","Thailand","05-5","writing",0.205,,
"THA","Thailand","05","communication skills",0.456,,
"THA","Thailand","06-1","computer programming",0.143,,
"THA","Thailand","06-2","digital content creation",0.087,,
"THA","Thailand","06-3","digital data processing",0.198,,
"THA","Thailand","06-4","ict safety, networks and servers",0.141,,
"THA","Thailand","06-5","office tools and collaboration software",0.203,,
"THA","Thailand","06-6","web development and cloud technologies",0.21,,
"THA","Thailand","06","digital skills",0.336,,
"THA","Thailand","07-1","law and government",0.125,,
"THA","Thailand","07-2","public safety and security",-0.221,,
"THA","Thailand","07","law and public safety knowledge",-0.052,,
"THA","Thailand","08-1","medicine and dentistry",0.172,,
"THA","Thailand","08-2","psychology, therapy, counselling",0.188,,
"THA","Thailand","08","medicine knowledge",0.37,,
"THA","Thailand","09-1","auditory and speech abilities",0.259,,
"THA","Thailand","09-2","physical abilities",0.048,,
"THA","Thailand","09-3","psychomotor abilities",-0.1829,,
"THA","Thailand","09","physical skills",-0.892,,
"THA","Thailand","10-1","building and construction",0.291,,
"THA","Thailand","10-2","design",0.364,,
"THA","Thailand","10-3","engineering, mechanics and technology",0.282,,
"THA","Thailand","10-4","food production",0.027,,
"THA","Thailand","10-5","installation and maintenance",0.258,,
"THA","Thailand","10-6","production and processing",0.25,,
"THA","Thailand","10-7","quality control analysis",0.224,,
"THA","Thailand","10-8","telecommunications",0.169,,
"THA","Thailand","10-9","transportation",0.36,,
"THA","Thailand","10","production and technology knowledge",0.508,,
"THA","Thailand","11-1","administration and management",0.058,,
"THA","Thailand","11-2","management of financial resources",0.137,,
"THA","Thailand","11-3","management of material resources",0.194,,
"THA","Thailand","11-4","management of personnel resources",0.098,,
"THA","Thailand","11-5","time management",0.175,,
"THA","Thailand","11","resource management",0.273,,
"THA","Thailand","12-1","biology",-0.62,,
"THA","Thailand","12-2","chemistry",0.288,,
"THA","Thailand","12-3","geography",0.127,,
"THA","Thailand","12-4","physics",0.287,,
"THA","Thailand","12-5","sociology and anthropology",0.135,,
"THA","Thailand","12","scientific knowledge",0.151,,
"THA","Thailand","13-1","coordination",0.168,,
"THA","Thailand","13-2","judgment and decision making",0.005,,
"THA","Thailand","13-3","persuasion and negotiation",0.153,,
"THA","Thailand","13-4","social perceptiveness",0.162,,
"THA","Thailand","13","social skills",0.251,,
"THA","Thailand","14-1","training and education",0.094,,
"THA","Thailand","14","training and education",0.194,,
"EU","European Union","01-1","fine arts",0.029,,
"EU","European Union","01-2","history and archaeology",-0.003,,
"EU","European Union","01-3","philosophy and theology",-0.089,,
"EU","European Union","01","arts and humanities knowledge",-0.034,,
"EU","European Union","02-1","adaptability/resilience",-0.065,,
"EU","European Union","02-2","motivation/commitment",-0.225,,
"EU","European Union","02-3","self-management/rigour",-0.133,,
"EU","European Union","02-4","values",-0.001,,
"EU","European Union","02","attitudes",-0.199,,
"EU","European Union","03-1","clerical",-0.075,,
"EU","European Union","03-2","customer and personal service",-0.25,,
"EU","European Union","03-3","sales and marketing",-0.178,,
"EU","European Union","03","business processes",-0.314,,
"EU","European Union","04-1","learning",0.201,,
"EU","European Union","04-2","originality",-0.002,,
"EU","European Union","04-3","quantitative abilities",-0.151,,
"EU","European Union","04-4","reasoning and problem-solving",0.03,,
"EU","European Union","04","cognitive skills",0.059,,
"EU","European Union","05-1","active listening",-0.203,,
"EU","European Union","05-2","communications and media",-0.064,,
"EU","European Union","05-3","reading comprehension",-0.013,,
"EU","European Union","05-4","speaking",-0.046,,
"EU","European Union","05-5","writing",0.006,,
"EU","European Union","05","communication skills",-0.119,,
"EU","European Union","06-1","computer programming",0.06,,
"EU","European Union","06-2","digital content creation",0.107,,
"EU","European Union","06-3","digital data processing",-0.002,,
"EU","European Union","06-4","ict safety, networks and servers",0.02,,
"EU","European Union","06-5","office tools and collaboration software",-0.013,,
"EU","European Union","06-6","web development and cloud technologies",-0.007,,
"EU","European Union","06","digital skills",0.058,,
"EU","European Union","07-1","law and government",0.03,,
"EU","European Union","07-2","public safety and security",-0.04,,
"EU","European Union","07","law and public safety knowledge",0,,
"EU","European Union","08-1","medicine and dentistry",0.062,,
"EU","European Union","08-2","psychology, therapy, counselling",0.156,,
"EU","European Union","08","medicine knowledge",0.224,,
"EU","European Union","09-1","auditory and speech abilities",0.049,,
"EU","European Union","09-2","physical abilities",-0.238,,
"EU","European Union","09-3","psychomotor abilities",-0.14,,
"EU","European Union","09","physical skills",-0.198,,
"EU","European Union","10-1","building and construction",-0.079,,
"EU","European Union","10-2","design",-0.082,,
"EU","European Union","10-3","engineering, mechanics and technology",0.025,,
"EU","European Union","10-4","food production",-0.225,,
"EU","European Union","10-5","installation and maintenance",-0.212,,
"EU","European Union","10-6","production and processing",-0.029,,
"EU","European Union","10-7","quality control analysis",0.001,,
"EU","European Union","10-8","telecommunications",-0.001,,
"EU","European Union","10-9","transportation",-0.186,,
"EU","European Union","10","production and technology knowledge",-0.162,,
"EU","European Union","11-1","administration and management",-0.06,,
"EU","European Union","11-2","management of financial resources",-0.015,,
"EU","European Union","11-3","management of material resources",-0.348,,
"EU","European Union","11-4","management of personnel resources",-0.04,,
"EU","European Union","11-5","time management",-0.08,,
"EU","European Union","11","resource management",-0.204,,
"EU","European Union","12-1","biology",0.023,,
"EU","European Union","12-2","chemistry",0.088,,
"EU","European Union","12-3","geography",0.103,,
"EU","European Union","12-4","physics",0.023,,
"EU","European Union","12-5","sociology and anthropology",0.035,,
"EU","European Union","12","scientific knowledge",0.112,,
"EU","European Union","13-1","coordination",-0.083,,
"EU","European Union","13-2","judgment and decision making",-0.032,,
"EU","European Union","13-3","persuasion and negotiation",0.021,,
"EU","European Union","13-4","social perceptiveness",-0.106,,
"EU","European Union","13","social skills",-0.09,,
"EU","European Union","14-1","training and education",0.115,,
"EU","European Union","14","training and education",0.237,,
"OECD","OECD - Total","01-1","fine arts",0.021,,
"OECD","OECD - Total","01-2","history and archaeology",-0.016,,
"OECD","OECD - Total","01-3","philosophy and theology",-0.133,,
"OECD","OECD - Total","01","arts and humanities knowledge",-0.075,,
"OECD","OECD - Total","02-1","adaptability/resilience",-0.043,,
"OECD","OECD - Total","02-2","motivation/commitment",-0.187,,
"OECD","OECD - Total","02-3","self-management/rigour",-0.141,,
"OECD","OECD - Total","02-4","values",0.004,,
"OECD","OECD - Total","02","attitudes",-0.17,,
"OECD","OECD - Total","03-1","clerical",-0.084,,
"OECD","OECD - Total","03-2","customer and personal service",-0.219,,
"OECD","OECD - Total","03-3","sales and marketing",-0.144,,
"OECD","OECD - Total","03","business processes",-0.279,,
"OECD","OECD - Total","04-1","learning",0.17,,
"OECD","OECD - Total","04-2","originality",-0.012,,
"OECD","OECD - Total","04-3","quantitative abilities",-0.164,,
"OECD","OECD - Total","04-4","reasoning and problem-solving",0.011,,
"OECD","OECD - Total","04","cognitive skills",0.024,,
"OECD","OECD - Total","05-1","active listening",-0.146,,
"OECD","OECD - Total","05-2","communications and media",-0.066,,
"OECD","OECD - Total","05-3","reading comprehension",-0.042,,
"OECD","OECD - Total","05-4","speaking",-0.056,,
"OECD","OECD - Total","05-5","writing",-0.011,,
"OECD","OECD - Total","05","communication skills",-0.118,,
"OECD","OECD - Total","06-1","computer programming",0.036,,
"OECD","OECD - Total","06-2","digital content creation",0.086,,
"OECD","OECD - Total","06-3","digital data processing",-0.031,,
"OECD","OECD - Total","06-4","ict safety, networks and servers",-0.002,,
"OECD","OECD - Total","06-5","office tools and collaboration software",-0.04,,
"OECD","OECD - Total","06-6","web development and cloud technologies",-0.031,,
"OECD","OECD - Total","06","digital skills",0.015,,
"OECD","OECD - Total","07-1","law and government",0.006,,
"OECD","OECD - Total","07-2","public safety and security",-0.053,,
"OECD","OECD - Total","07","law and public safety knowledge",-0.043,,
"OECD","OECD - Total","08-1","medicine and dentistry",0.076,,
"OECD","OECD - Total","08-2","psychology, therapy, counselling",0.162,,
"OECD","OECD - Total","08","medicine knowledge",0.244,,
"OECD","OECD - Total","09-1","auditory and speech abilities",0.006,,
"OECD","OECD - Total","09-2","physical abilities",-0.209,,
"OECD","OECD - Total","09-3","psychomotor abilities",-0.082,,
"OECD","OECD - Total","09","physical skills",-0.177,,
"OECD","OECD - Total","10-1","building and construction",-0.085,,
"OECD","OECD - Total","10-2","design",-0.056,,
"OECD","OECD - Total","10-3","engineering, mechanics and technology",0.005,,
"OECD","OECD - Total","10-4","food production",-0.151,,
"OECD","OECD - Total","10-5","installation and maintenance",-0.207,,
"OECD","OECD - Total","10-6","production and processing",-0.059,,
"OECD","OECD - Total","10-7","quality control analysis",-0.015,,
"OECD","OECD - Total","10-8","telecommunications",-0.024,,
"OECD","OECD - Total","10-9","transportation",-0.249,,
"OECD","OECD - Total","10","production and technology knowledge",-0.175,,
"OECD","OECD - Total","11-1","administration and management",-0.069,,
"OECD","OECD - Total","11-2","management of financial resources",-0.055,,
"OECD","OECD - Total","11-3","management of material resources",-0.237,,
"OECD","OECD - Total","11-4","management of personnel resources",-0.051,,
"OECD","OECD - Total","11-5","time management",-0.081,,
"OECD","OECD - Total","11","resource management",-0.185,,
"OECD","OECD - Total","12-1","biology",0.043,,
"OECD","OECD - Total","12-2","chemistry",0.083,,
"OECD","OECD - Total","12-3","geography",0.09,,
"OECD","OECD - Total","12-4","physics",0.014,,
"OECD","OECD - Total","12-5","sociology and anthropology",0.032,,
"OECD","OECD - Total","12","scientific knowledge",0.108,,
"OECD","OECD - Total","13-1","coordination",-0.08,,
"OECD","OECD - Total","13-2","judgment and decision making",-0.028,,
"OECD","OECD - Total","13-3","persuasion and negotiation",-0.048,,
"OECD","OECD - Total","13-4","social perceptiveness",-0.111,,
"OECD","OECD - Total","13","social skills",-0.122,,
"OECD","OECD - Total","14-1","training and education",0.108,,
"OECD","OECD - Total","14","training and education",0.223,,
